listing_id,fr_num_reviews,fr_first_review_date,fr_last_review_date,fr_num_different_places,lr_num_reviews,lr_first_review_date,lr_last_review_date,lr_num_different_places,avg_reviewer_num_reviews,avg_reviewer_num_places
249867,1,2011-12-03,2011-12-03,1,1,2012-12-30,2012-12-30,1,1.16666666666667,1.16666666666667
250531,1,2012-04-16,2012-04-16,1,3,2014-12-11,2015-12-29,3,1.42857142857143,1.42857142857143
250536,1,2011-12-05,2011-12-05,1,1,2015-10-25,2015-10-25,1,1,1
250619,1,2011-11-19,2011-11-19,1,2,2015-12-24,2015-12-25,2,1.38461538461538,1.33333333333333
250801,1,2011-11-07,2011-11-07,1,1,2015-12-19,2015-12-19,1,1.11594202898551,1.08695652173913
250973,1,2011-10-28,2011-10-28,1,1,2015-04-25,2015-04-25,1,1.29411764705882,1.23529411764706
251262,1,2011-12-01,2011-12-01,1,1,2015-12-25,2015-12-25,1,1.2289156626506,1.2289156626506
251277,1,2011-11-21,2011-11-21,1,3,2015-10-26,2015-12-27,3,1.6530612244898,1.48979591836735
251882,1,2011-11-27,2011-11-27,1,1,2015-03-22,2015-03-22,1,1.21428571428571,1.21428571428571
252076,1,2011-12-07,2011-12-07,1,1,2015-12-15,2015-12-15,1,1.18292682926829,1.17073170731707
252200,1,2011-11-12,2011-11-12,1,1,2012-01-14,2012-01-14,1,1,1
252607,1,2011-11-14,2011-11-14,1,1,2014-08-16,2014-08-16,1,1.13953488372093,1.13953488372093
253332,1,2012-01-02,2012-01-02,1,3,2014-07-22,2014-08-18,3,1.28571428571429,1.28571428571429
253466,1,2013-10-20,2013-10-20,1,1,2015-10-06,2015-10-06,1,1.71428571428571,1.42857142857143
253471,1,2013-05-15,2013-05-15,1,1,2015-10-10,2015-10-10,1,1.28571428571429,1.28571428571429
253475,5,2011-03-07,2015-05-18,4,1,2015-11-06,2015-11-06,1,1.33333333333333,1.27777777777778
253537,1,2012-01-01,2012-01-01,1,1,2015-12-01,2015-12-01,1,1.2093023255814,1.16279069767442
253590,1,2013-10-19,2013-10-19,1,1,2015-09-30,2015-09-30,1,1.4,1.4
253612,1,2011-12-06,2011-12-06,1,1,2014-12-27,2014-12-27,1,1,1
253623,1,2011-11-01,2011-11-01,1,1,2015-09-17,2015-09-17,1,1.08196721311475,1.08196721311475
253800,1,2011-11-07,2011-11-07,1,1,2014-10-28,2014-10-28,1,1,1
253803,1,2012-04-04,2012-04-04,1,1,2014-10-02,2014-10-02,1,1.5,1.375
253806,1,2011-12-20,2011-12-20,1,1,2015-11-03,2015-11-03,1,1.1,1.1
253811,1,2011-11-14,2011-11-14,1,1,2015-11-09,2015-11-09,1,1,1
253815,1,2012-04-03,2012-04-03,1,1,2015-05-23,2015-05-23,1,1,1
253828,2,2012-04-30,2012-10-10,2,1,2014-09-30,2014-09-30,1,1.6,1.6
253839,1,2011-11-20,2011-11-20,1,1,2015-11-03,2015-11-03,1,1,1
253842,1,2014-10-20,2014-10-20,1,1,2015-10-15,2015-10-15,1,1.66666666666667,1.66666666666667
253846,1,2012-09-10,2012-09-10,1,1,2015-12-04,2015-12-04,1,1,1
253956,1,2011-11-14,2011-11-14,1,6,2015-10-17,2015-12-19,6,1.48936170212766,1.48936170212766
254131,1,2012-07-22,2012-07-22,1,1,2015-10-12,2015-10-12,1,1.34090909090909,1.29545454545455
254168,1,2012-04-11,2012-04-11,1,1,2014-10-26,2014-10-26,1,1,1
254790,1,2011-11-17,2011-11-17,1,1,2015-12-28,2015-12-28,1,1.21428571428571,1.14285714285714
255023,1,2011-11-07,2011-11-07,1,1,2014-04-20,2014-04-20,1,1,1
255024,1,2014-02-01,2014-02-01,1,1,2015-12-14,2015-12-14,1,1.33962264150943,1.30188679245283
255487,1,2012-06-01,2012-06-01,1,1,2015-02-25,2015-02-25,1,1.125,1.125
255601,3,2011-11-14,2013-08-19,1,1,2015-11-22,2015-11-22,1,1.16304347826087,1.09782608695652
255650,1,2011-12-14,2011-12-14,1,2,2015-06-15,2015-07-24,2,1.3125,1.3125
255672,2,2011-11-20,2015-09-03,2,1,2015-09-07,2015-09-07,1,1.09677419354839,1.09677419354839
255957,1,2011-12-10,2011-12-10,1,1,2015-04-22,2015-04-22,1,1,1
255996,1,2011-11-02,2011-11-02,1,1,2012-01-04,2012-01-04,1,1,1
256049,1,2014-03-24,2014-03-24,1,1,2015-06-14,2015-06-14,1,1.125,1.125
256153,1,2011-11-07,2011-11-07,1,1,2015-12-24,2015-12-24,1,1.08,1.08
256328,1,2011-12-04,2011-12-04,1,1,2011-12-04,2011-12-04,1,1,1
256369,1,2011-11-05,2011-11-05,1,1,2015-12-28,2015-12-28,1,1.17117117117117,1.14414414414414
257390,1,2011-12-06,2011-12-06,1,1,2015-08-20,2015-08-20,1,1,1
257568,1,2011-11-05,2011-11-05,1,1,2015-12-17,2015-12-17,1,1.11764705882353,1.11764705882353
257787,1,2011-11-07,2011-11-07,1,1,2015-12-13,2015-12-13,1,1.2158273381295,1.2158273381295
258284,1,2011-11-07,2011-11-07,1,1,2015-12-29,2015-12-29,1,1.26666666666667,1.25714285714286
